Gloss	Apolobamba	Apurí-Madean-Viñac	Ayacucho	Azuay	Cacra-Hongos	Cajamarca	Chachapoyas	Chimborazo	Chocos-Huangáscar	Chuquisaca	Cochabamba	Colombian Inga	Corongo	Cuzco	Eastern-Apurímac	Huallaga-Huánuco	Huancavelica	Huaraz-Huailas	Huaylla-Huanca	Imbabura	Jauja-Huanca	Lambayeque	Laraos	Lincha-Tana	Liscay-San Pedro	Napo	Pacaraos	Pastaza	Puno	San Martín	Santiago del Estero	Tena	Yaru
HUSBAND_3216	qusa	qosa	χosa	kusa	qosa	qusa	kusa	kusa	qosa	qusa	qusa	kusa	qusa	qusa	wosa	qusa	χusa	qowa	ʔusa	kusa	ʔusa	χusa	qusa	qosa	qosa		χowa	kusa	qusa	kusa	qosa		χowa
HUSBAND_38																										kau̯sa							
HUSBAND_3842		qaɾi			qali				qaɾi															qaɾi	qaɾi							kari	
KNEE_3271	qunqur	qonqoɾ		kunɡuɾi	qonqol	qunɡuri	kunɡuri		qonqoɾ			kunɡur	qunquri			qunqur		qoɲqoɾ	ʔunʔul	kunɡuɾi	ʔunʔul	qunɢuri	qunqur	qonqoɾ	qonqoɾ	kunɡuri	χoɴχuɾ	kunɡuri	qunquri	kunɡuri	qoŋqoɾi		χoɴχuʐ
KNEE_3272		moqo	moχo						moqo	muqu	ʧaki muʁu			muqu	moqo		muχu								moqo							kunɡuri muku	
KNEE_3276								sampi																									
KNOW (SOMETHING)_3326	jaʧa	jaʈa	jaʧa	jaʧa na	jaʈa	jaʈ͡ʂa	jaʈ͡ʂa	jaʧa	jaʈa	jaʧa	jaʧa	jaʧa	jaʈ͡ʂa	jaʧa	jaʧa	jaʧa	jaʧa	jaʧa	jaʈ͡ʂa	jaʧa na	jaʈ͡ʂa	jaʈ͡ʂa	jaʈ͡ʂa	jaʈa	jaʈa	jaʧa na	jaʈ͡ʂa	jaʧa na	jaʧa	jaʧa	jaʧa	jaʧa	jaʈ͡ʂa
KNOW (SOMETHING)_3330																											ɾeχi						
LAUGH_235																																	ai̯ku
LAUGH_3376	asi	asi	asi	asi na	asi	asi	asi	asi	asi	asi	asi	asi	asi	asi	asi	asi	asi	asi	asi	asi na	asi	asi	asi	asi	asi	asi na	aji	asi na	asi	asi	asiː	asi	
LEAF_3427		ɾapɾi			ʃapla	rapra	rapra		ɾapɾa				rapra			rapra			lapla		lapla	r̝apra	lapra		ɾapɾa		ɾapɾa			rapra			ʐapɾa
LEAF_3428				panɡa				pʰanɡa				panɡa								fanɡa						panɡa		panɡa				panɡa	
LEAF_3432					ʃuja																												
LEAF_5129																		matu															
LEAF_7024		juɾa							juɾa																								
LEAF_97	rapʰi		ʎaχe~ɾapi							laqʰi	laqʰi			rapʼi~rapʰa~rapʼa~rapʰi	rapi		rapi												lapʰi				
LEFT_3483	ʎuqʼi			ʎuki			ʥuki	ʒuki		ʎuqʼi	ʎuqʼi	ʎuxi		ʎuqʼi	ʎoke					ʎuki						ʎuki		ʎuki	ʎuqʼi	ʥuki	ʒoχe	ʎuki	
LEFT_3484		iʧoq	iʧoχ		iʧoq	iʧuχ			iʧoq				iʦuq			iʧuχ	iʧuχ	iʦoq	iʧuʂ		iʧuʂ	iʧuq		iʧoq	iʧoq								iʧoχ
LEFT_3485																							upa										
LEG_3533			ʧanka	ʧanɡa		ʈ͡ʂanɡa	ʈ͡ʂanɡa	ʧanɡa				ʧanɡa	ʈ͡ʂanka		ʧanka	ʧanka		ʧaɲka	ʈ͡ʂanka	ʧanɡa	ʈ͡ʂanka	ʈ͡ʂanɡa	ʈ͡ʂanka			ʧanɡa	ʈ͡ʂaŋka	ʧanɡa		ʧanɡa	ʧuŋka	ʧanɡa	ʈ͡ʂaŋka
LEG_3534																	perna																
LEG_70	ʧaki	ʈaki			ʈaki				ʈaki	ʧaki	ʧaki			ʧaka										ʈaki	ʈaki				ʧaki				
LICK_3584	ʎaqwa	ʎaqwa	ʎaχwa	ʎaɡwa na	ʎaqwa	ʎaqwa	ʥakwa	ʎawa na	ʎaqwa	ʎaqwa	ʎaqwa	ʎakwa	laqwa	ʎaχwa	ʎaqwa~lau̯qa	ʎaqwa	ʎaχwa	laqwa	ʎaʔwa		ʎaʔwa	ʒaχwa	ʎaqwa	ʎaqwa	ʎaqwa	ʎau̯ka na	laʁwa	lau̯ka na	ʎaχwa	ʥakwa	ʒaχwa	ʎau̯ka	laχwa
LICK_3588			lampi																	lambi na													
LIGHT (WEIGHT)_132											pisi ʎa																						
LIGHT (WEIGHT)_133													ankaʃ			ankaʃ																	aŋkaç
LIGHT (WEIGHT)_134	suxa																												suxa				
LIGHT (WEIGHT)_135																		aleːɾi															
LIGHT (WEIGHT)_138			sampa																														
LIGHT (WEIGHT)_2932												mana ʎasa																			mana lasaχ		
LIGHT (WEIGHT)_3636								panɡi ʒa							panqa					fanɡa ʎa						panɡa ʎa		panɡa ʎa				panɡa ʎa	
LIGHT (WEIGHT)_3637										ʧhaʎa				ʧhaʎa	ʧaʎa		ʎa χi ʎa																
LIGHT (WEIGHT)_3638																			hakja				ʃakja ʎa										
LIGHT (WEIGHT)_3643																						lapʃa											
LIGHT (WEIGHT)_3644																														utka			
LIGHT (WEIGHT)_panga-lla"				panɡa ʎa																													
LIP_3684	wirpʰa			wiɾpa										wirpʼa	sirpa~wirpa	wirpa		wiɾpa	wiʎpa		wiʎpa						wiɾpa						
LIP_3687			hita								hita						χita													heta			χeːta
LIP_3690																															sipɾiː		
LIP_3692																													labio				
LIP_4220						ʃimi		ʃimi hita		simi			ʃimi							ʃimi		ʃimi	ʃimi										
LIP_5816												simi kara														ʃimi kara		ʃimi kara				ʃimi kara	
LIP_6920		qaʎu																															
LOUSE_22																						lisu~liʃu											
LOUSE_3790	usa	usa	usa	usa	usa	usa	usa	usa	usa	usa	usa	usa	usa	usa	usa	usa	usa	uxa	usa	usa	usa		usa	usa	usa	usa	uwa	usa	usa	usa	usa	usa	uwa
MANY_112																		fejupa															
MANY_114																											isisiː						
MANY_3940	aʧkʰa	aʧka	aʧka	aʧka	aʧka	aʧka		aʧka	aʧka	aʃkʰa s	aʃkʰa	aʧka	aʦka	askʰa	aska	aʧka	aʧka		aʧka	aʧka	aʧka	aʧka	aʧka	aʧka	aʧka	aʃka		aʧka	aʃkʰa	aʧka	aʧka	aʃka	aʧka
MANY_3943																												japa					
MANY_3944																														suka man			
MANY_3947															nisju																		
MAN_27																		hombɾe															
MAN_3842	qʰari	qaɾi	χaɾi	kaɾi	qali			kʰari	qaɾi	qʰari	qʰari	kari		qʰari	qari		χari		kaɾi	kaɾi			qari	qaɾi	qaɾi	kari		kari	qʰari		qaɾi	kari	
MAN_3843						uʎʁu	uʥku						uʎqu			uʎqu					uʎʔu	uʒɢu					ulχo			uʥku			olχu
MOON_4054	kiʎa	kiʎa	kiʎa	kiʎa	kiʎa	kiʥa	kiʥa	kiʒa	kiʎa	kiʎa	kiʎa	xiʎa	kiʎa	kiʎa	kiʎa	kiʎa	kiʎa	kiʎa	kiʎa	kiʎa	kiʎa	kiʒa	kiʎa	kiʎa	kiʎa	kiʎa	kila	kiʎa	kiʎa	kiʥa	kiʒa	kiʎa	kila
MOUNTAIN_193													qaqa									χaʁa											
MOUNTAIN_195															qirka	hirka											xiɾka						xiɾka
MOUNTAIN_4106	urqu	oɾqu	oɾχo	uɾku	olqu	urqu	urku	urku	oɾqu	urqu	urʁu			urqu	orqo		urɢu	oɾqu	ulʔu	uɾku	ulʔu		urqu	oɾqu	oɾqu	urku		urku	urqu	urku	oɾqo	urku	
MOUNTAIN_4108												saʧuku																					
MOUSE_4157	hukʼu ʧa	uku ʧa	uku ʧa	uku ʧa	uku ʧa	uku ʧa	u ʧa	uku ʧa	uku ʧa	hukʼu ʧa	hukʼu ʧa	uku ʧa	uku ʃ	hukʼu ʧa	huku ʧa~quku ʧa~uku ʧa	uku ʧa	uku ʧa		uku ʂ	uku ʧa	uku ʂ	uku ʧa	uku ʃ	uku ʧa	uku ʧa	uku ʧa	uku ʃ~uku ʧa	uku ʧa	hukʼu ʧa	uku ʧa	uxu ʧa	uku ʧa	uɡu ʧ
MOUTH_4220	simi	ʃimi	simi	ʃimi	ʃimi	ʃimi	ʃimi	ʃimi	ʃimi	simi	simi	simi	ʃimi	simi	simi	ʃimi	simi	ʃimi	ʃimi	ʃimi	ʃimi	ʃimi	ʃimi	ʃimi	ʃimi	ʃimi	ʃimi	ʃimi	simi	ʃimi	simi	ʃimi	ʃimi
NAME_4269	suti	suti	suti	ʃuti	huti	ʃuti	ʃuti	ʃuti	suti	suti	suti	suti	ʃuti	suti	suti	huti	suti	xuti	suti	ʃuti	suti	ʃuti	suti	suti	suti	ʃuti	xuti	ʃuti	suti	ʃuti	suti	ʃuti	χoti
NAVEL_4318		pupu	pupu	pupu	pupu		pupu	pupu	pupu	pupu	pupu	pupu	pupu	pupu	pupu	pupu	pupu	pupu	pupu	pupu	pupu		pupu	pupu	pupu	pupu	pupu	pupu		pupu	pupu	pupu	pupu
NAVEL_4319						munʤu																munʤu											
NAVEL_4321	kururu																												kururu				
NECK_4367	kunka	kunka	kunka	kunɡa	kunka	kunɡa	kunɡa	kunɡa	kunka	kunka	kunka	kunɡa	kunka	kunka	kunka	kunka	kunka	kuɲka	kunka	kunɡa	kunka	kunɡa	kunka	kunka	kunka	kunɡa	kuŋka	kunɡa	kunka	kunɡa	kuŋka	kunɡa	kuŋka
NEW_4415	musuχ	muʃoq	mosoχ	muʃuɡ	muʃoq	muʃuχ	muʃuk	muʃux	muʃoq	musuχ	musuχ	musu	muʃuq	musuχ	mosoq~musuq	muʃuχ	musuχ	muʃoq	muʂuʔ	muʃux	muʂuʔ	muʃux	muʃuq	muʃoq	muʃoq	muʃu	muʃoχ	muʃu	musuχ	muʃuk	mosoχ	muʃux	muʃoχ
NIGHT_35																ʧakai̯																	
NIGHT_4463	tuta	tuta	tuta	tuta	tuta	tuta	tuta	tuta	tuta	tuta	tuta	tuta		tuta	tuta		tuta		tuta	tuta	tuta	tuta	tuta	tuta	tuta	tuta			tuta	tuta	tuta	tuta	
NIGHT_4464													paɢas					paqas															paχas
NIGHT_4469																											waɾai̯						
NINE_4514	isqun	esqun	isχoŋ	iskun	esqun	isʁun	iskun	iskun	esqun	iʃqun	hisʁʼun~isʁun	iskun	isqun	isqun	isqon	isqun	isχun	isquɲ	isʔun	iskun	isʔun		isqun	esqun	esqun	iskun	isχoŋ	iskun	isqun	iskun	eʃqon	iskun	esχuŋ
NINE_4518																						nueve											
NOSE_4569	sinqa	seŋqa	seŋχa	sinɡa	seŋqa	sinɡa	sinɡa	sinɡa	seŋqa	sinqa	sinʁa	sinɡa	sinqa	sinqa	senqa	sinqa	sinɢa	seɲqa	sinʔa	sinɡa	sinʔa	sinɢa	sinqa	seŋqa	seŋqa	sinɡa	siɴχa	sinɡa	sinqa	sinɡa	seŋqa	sinɡa	seŋχa
NOT_4618	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	maɲa	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana	mana
OLD (OF MAN)_32						mau̯ka									mau̯ka																		
OLD (OF MAN)_3892																				ɾuku ɾuna													
OLD (OF MAN)_4669	maʧu la	maʧu	maʧu				maʧu		maʧu					maʧu	maʧu		maʧu								maʧu				maʧu	maʧu	maʧu		
OLD (OF MAN)_4670				ɾuku				r̝uku				ruku										r̝uku				ruku		ɾuku				ruku	
OLD (OF MAN)_94										aʧa ʧi	aʧa ʧi																						
OLD (OF MAN)_96					au̯kiʃ								au̯kis			au̯kis		au̯kis	au̯kiʃ		au̯kiʃ		au̯kiʃ	au̯kiʃ			au̯kiŋ						au̯ɡis
OLD (OF WOMAN)_37						biexa																											
OLD (OF WOMAN)_4670																		ɾuku				r̝uku~r̝uku na				ruku						ruku	
OLD (OF WOMAN)_4727	paja	paja	paja	paja			paja	paja			paja			paja	paja		paja											paja	paja	paja	paja		
OLD (OF WOMAN)_4729													ʈ͡ʂakwa s			ʧakwa n			ʧakwaʂ		ʧakwaʂ		ʧakwa ʃ				ʧaʧas~sakwa						ʧakwas
OLD (OF WOMAN)_4734										aʧa ʧi																							
OLD (OF WOMAN)_7661																				paja waɾmi													
ONE_4783	ux	huk	huk	ʃuɡ	huk	suχ	sux	ʃux	huk	ux	ux	suɡ	uk	huχ	huk~huχ~huq	huk	huk	xuk	suk	ʃuk	huk	uk	huk	huk	huk	ʃu	xuk	ʃuk	ux	suk	sux	ʃux	χok
PERSON_3892	runa	ɾuna	ɾuna	ʃuɡ ɾuna		runa	runa	r̝una	ɾuna	runa~r̝una	r̝una	runa	runa	runa	runa	runa	runa	ɲuɲa	nuna		nuna	runa	runa	luna	ɾuna	runa	ɾuna	ɾuna	runa	runa		runa	nuna
PERSON_3895																				xinti													
PUSH_4835	tanqa	tanqa	taŋχa	tanɡa na	tanqa		tanɡa	tʰanɡa	tanqa	tanqa	tanʁa	tanɡa	tanqa	tanqa	tanqa	tanqa	tanɢa		tanʔa	tanɡa na	tanʔa			tanqa	tanqa	tanɡa na		tanɡa na	tanqa	tanɡa	taŋqa	tanɡa	
PUSH_4836						kumsa												kuma	kumsa		kumsa	kumsa	kumsa				kuma						kuma ɾi
RAINING OR RAIN_4884	para	paɾa	paɾa		pala				paɾa	para	para			para	para		para							paɾa	paɾa				para		paɾa		
RAINING OR RAIN_4885				tamja		tamja	tamja	tamja				tamja	tamja			tamja		tamja	tamja	tamja	tamja	tamja	tamja			tamja	tamja	tamja		tamja		tamja	tanja
RED_47												piʧi																					
RED_48						ʧupika																ʧupika											
RED_4938	puka	puka	puka		puka		puka	puka	puka	puka	puka	puka	puka	puka	puka	puka	puka	puka	puka	puka	puka		puka	puka	puka	puka	puka	puka	puka	puka	puxa	puka	puɡa
RED_pichi"				puka~piʧi																													
RIGHT_154																															qɪʒa		
RIGHT_155																												kuska					
RIGHT_2670				aʎi maki								aʎi ma														ali maki							
RIGHT_4986	paɲa									paɲa	paɲa			paɲa																			
RIGHT_4987		aʎeq	aʎeχ		aʎeq	aʤin	aʥi	aʒi	aʎeq								aʎi χ		aʎaʔwai̯	ali		aʤi	aʎi	aʎeq	aʎeq					aʥi		ali	
RIGHT_4990													dereʧa			dereʧa													dereʧa				
RIVER_5032	maju	maju	maju		maju		maju		maju	maju	maju		maju	maju	maju	maju	maju	maju	maju	maju	maju		maju	maju	maju				maju	maju	maju		maju
RIVER_5034						riu																rio					rio						
RIVER_7247				hatun jaku				larka jaku				jaku														jaku		jaku				jaku	
ROAD_5083	ɲan		ɲaŋ	ɲan		ɲan	ɲan	ɲan		jan	jan	ɲam bi	naːni	ɲan	ɲan	naːni		ɲaːɲi		ɲan						ɲam bi		ɲam bi	ɲan	ɲan	ɲan	ɲan	
ROAD_5084																	kamino						kaminu										kaminu
ROAD_5089																												ʈ͡ʂuʧa					
ROAD_7121																			puli na														
ROOT_164								pisi																									
ROOT_166						ʈ͡ʂupa							ʈ͡ʂapa									ʈ͡ʂupa											
ROOT_5127	sapʰi	sapi	sapi	sapi	sapi		sapi	sapi~sipi	sapi	sapʰi	sapʰi			sapʰi	sapi	sapi	sapi		sipi	sapi	sipi			sapi	sapi		sapi		sapʰi	sapi	sapi		sapi
ROOT_5128												anɡu														anɡu		anɡu				anɡu	
ROOT_5130																							raiz										
ROPE_5180	waskʰa	waska	waska	waska	waska	waska	waska	waska	waska	waʃkʰa	waska	waska	waska	waskʰa	waska	waska	waskʰa	waska	waska	waska	waska	waska	waska		waska	waska	waska	waska	wiskʰa	waska	waska	waska	wasɡa
SALT_5237	kaʧi	kaʈ͡ʂi	kaʧi	kaʧi	kaʈ͡ʂi	kaʈ͡ʂi	kaʈ͡ʂi	kaʧi	kaʈ͡ʂi	kaʧi	kaʧi	kaʧi	kaʈ͡ʂi	kaʧi	kaʧi	kaʧi	kaʧi	kaʧi	kaʈ͡ʂi	kaʧi	kaʈ͡ʂi	kaʈ͡ʂi	kaʈ͡ʂi	kaʈ͡ʂi	kaʈ͡ʂi	kaʧi	kaʈ͡ʂi	kaʧi	kaʧi	kaʧi	kaʧi	kaʧi	kaʈ͡ʂi
SAND_229																																ʦaʦa	
SAND_230																																	çoχja
SAND_5285				tiju			tiju	tʰiju		tʼiju	tʼiju									tiju								tiju		tiju	tiju		
SAND_5286	aqu	aqo	aχo		aqo	aʁu			aqo				aqu	aqu	aqo	aquʃ	aχu		aʔu		aʔu	aʁu	aqu	aqo	aqo				aqu				
SAND_5287																		aʎpa															
SEED_205							ruru								ruru															ruru			
SEED_284	muxu		muja	muju				muju		muhu	muhu	muju		muxu	muχu~muhu~muqu		muxu		muhu	muju	muhu					muju		muju	muxu			muju	
SEED_286																							muni										
SEED_5413			muɾu			muru	muru						muru			muru		muɾu									muɾu			muru			muɾu
SEED_5414																						semiʎa											
SEE_276																																	ʐiɡa
SEE_5335	riku	ɾika	ɾiku	ɾiku na	lika	rika	riku	r̝iku	ɾika	riku	riku		rika	riku	riku	rika	riku	ɾika	lika	ɾiku na	lika	rika	rika	lika	ɾika	riku na	ɾika	ɾiku na	riku	riku		riku	
SEE_5336		qawa	χawa		qawa		kawa		qawa			kawa			qawa									qawa	qawa					kawa	qaː		
SEVEN_5464	qanʧis	qanʧis	χanʧis	kanʧis	qanʧis	qanʧis	kanʈ͡ʂis	kanʧis	qanʧis	qanʧis	ʁanʧis	kanʧis	qanʧis	qanʧis	qanʧis	qanʧis	χanʧis	qaɲʧis	hanʈ͡ʂiʃ	kanʧis			qanʈ͡ʂis	qanʧis	qanʧis	kanʤis	ʁaɳʈ͡ʂis	kanʧis	qanʧis	kanʧis	qanʧis	kanʤis	χaɳʈ͡ʂis
SEVEN_5465																						siete											
SEW_5518	siɾa	siɾa	siɾa	siɾa na	sila	siɾa	siɾa	siɾa	siɾa	siɾa	siɾa	siɾa	ira	siɾa	siɾa	hiɾa	siɾa	xiɾa	hila	siɾa na		siɾa	siɾa	siɾa	siɾa	siɾa na	xiɾa	siɾa na	siɾa	siɾa	seɾa	siɾa	χeɾa
SEW_5521		utka			utka				utka															utka	utka								
SHADE_4463												tuta																					
SHADE_5572	ʎantʰu	ʎantu	ʎantu	ʎandu	ʃantu	ʎandu	ʥandu	ʒandu	ʎantu	ʎantʰu	ʎantʰu		ʎantu	ʎantʰu	ʎantu	ʎantu~ʎantu̯i	ʎantu	ʎaɲtu	ʎantu	ʎantu	ʎantu	ʒandu	ʎantu	ʎantu	ʎantu	ʎandu	lantu	ʎandu	ʎantʰu	ʥandu	ʒantu	ʎandu	lantu
SICK_100						qiʃa							qiʃja			qiʃja			ʔiʃja		hiʃja	qiʃa	qiʃa				χeʃja						χeʃja
SICK_99	unqu	oŋqu	oŋχo	unɡu ku na	oŋqu			unɡu	oŋqu	unqu	unʁu	unɡu		unqu	onqo ʧi		unɢu			unku ʃka				oŋqu	oŋqu	unɡu ʧi na		unɡu na	unqu	unɡu	oŋqos	unɡu	
SISTER (OF MAN)_5624	pana	pani	pani	pani	pani	pani	pani	pani	pani			pani	pani	pana	pana	paɲi	pani	paɲi	pani		pani		pani	pani	pani	pani	pani	pani	pana	pani	pana	paɲi	pani
SISTER (OF MAN)_5627																						ukni											
SISTER (OF MAN)_5669										ɲaɲa	ɲaɲa									ɲaɲa													
SISTER (OF WOMAN)_5625						masa																											
SISTER (OF WOMAN)_5627																						ukni											
SISTER (OF WOMAN)_5669	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa		ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɳaɳa	ɲaɲa	ɲaɲa	ɲaɲa		ɲaɲa	ɲuɲu	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	ɲaɲa	nana
SIT_172															paʧi																		
SIT_173																											ʧapaɾaː						
SIT_5715	tija	tija	tija	tija ɾi ku na	tija	tija	tija	tija	tija	tija	tija	tija ku		tija	tija		tija		tiju	tija ɾina	tiju	ta	tija	tija	tija	tija rina	tai̯ ku	tiraji na	tija	tija	tiːja xu	tija	taː ku
SIT_5716													ama			hama																	
SIT_5720																											kukaɾaː						
SIX_21																						seis											
SIX_5767	suχta	soqta	soχta	soɡta	hoqta	suxta	sukta	suxta	soqta	suxta	suχta	suxta	suqta	suχta	soqta	suχta	suχta	xoqta	suʔta	sukta	suʔta		suχta	soqta	soqta	sukta	xoχta~χoχta	sukta	suχta	sukta	ʃoχta	sukta	χoχta
SKIN_5816	qara	qaɾa	χaɾa	kaɾa	qala	qara	kara	kara	qaɾa	qara	ɢara	kara	qara	qara	qara	qara	χara	qaɾa		kaɾa		χara	qara	qaɾa	qaɾa	kara	ʁaɾa	kara	qara	kara	qaɾa	kara	χaɾa
SKIN_67																			uta														
SLEEP_5866	puɲu	puɲu	puɲu	puɲu na	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu na	puɲu	punu	puɲu	puɲu	puɲu	puɲu na	puɲu	puɲu na	puɲu	puɲu	puɲu	puɲu	punu
SMALL_5915	huʧʼu̯i	uʧuk	uʧu̯i		uʧuk		uʧu ajkka	uʧi ʒa	uʧuk	huʧʼu̯i	huʧʼu̯i	uʧu ʎa	uʧuk~iʧik	huʧʼu̯i	huʧu̯i	iʧik			uʧuk	uʧi ʎa	uʧuk		uʧu̯i	uʧuk	uʧuk	iʧi ʎa	uʧuk	uʧi ʎa	huʧʼu̯i		utu la	iʧi ʎa	iʧik la
SMALL_89		taksa	taksa		taksa	takʃa			taksa						taksa		taksa	takʃa	takʂa		takʂa	takʃa		taksa	taksa					takʃa			takʃa
SMALL_90															ʧiki~ʧinki~ʧinli																		
SMALL_cutu"				uʧi ʎa~kutu																													
SMOKE (EXHAUST)_185																		xumo															
SMOKE (EXHAUST)_31						qundai̯							qunte			quʃtai̯			huntai̯		huntai̯	χundai̯					χojai̯						
SMOKE (EXHAUST)_5991	qʼusɲi		χosni	kusni			kusni	kuʃni		qʼusɲi	qʼuʃɲi	kusni		qʼusɲi	qosɲi		χusɲi			kuʃni			quʃni			kuʃni		kuʃni	qʼuʃɲi	kusni	qosni	kuʃɲi	
SMOKE (EXHAUST)_5992		huʃta			huʃta				huʃta															huʃta	huʃta								
SMOKE (EXHAUST)_5996																																	χoʂʈ͡ʂi
SPEAK_6056	rima	ɾima	ɾima	ɾima na	lima	rima	rima	r̝ima	ɾima			rima		rima	rima				lima	ɾima na	lima	rima	rima	lima	ɾima	rima na		ɾima na	rima	rima	ɾima	rima	ʐima
SPEAK_6058										parla	parla		parla		parla	parla	parla	paɾla									paɾla	parla na					
SPIT_270																										tijuka na		tijuka na				tijuka	
SPIT_6107	tʰuqa	toqa	toχa	tuka na	toqa	tuʁa	tuka	ʧuka	toqa	tʰuqa	tʰuʁa	tuka	tuqa	tʰuqa		tuqa	tuχa	toqa	tuʔa	tuka na	tuʔa	tuʁa	tuqa	toqa	toqa		toχa		tʰuqa	tuka	toχa		toχa
SPIT_6108		aqtu			aqtu				aqtu															aqtu	aqtu								
STAND_171																											ʈ͡ʂaʈ͡ʂa						
STAND_6159	saja	saja	saja	ʃaja na	haja	ʃaja	ʃaja	ʃaja	saja ɾi	saja	saja	saja ku	ʃaː	saja	saja	ʃaja	saja	ʃaː ku	saː ku~saː ku la	ʃaja ɾi na		ʃaja	saja	saja ɾi	saja ɾi	ʃaja ri na		ʃaja na	saja	ʃaja	saja	ʃaja	ʃaja
STAR_6225	qu̯iʎur	qoi̯ʎuɾ	χoi̯ʎuɾ	ku̯iʎuɾ	qoi̯ʎul											qu̯iʎar~qu̯iʎur		qai̯ʎuɾ	hu̯iʎur		hu̯iʎur	χujar	qu̯iʎur	qoi̯ʎuɾ							qoʒuɾ		χoi̯ʎaʐ
STAR_6226		lusiɾu			ʃusilu	luzeru		luzeru	lusiɾu				loseːro				luziru			luziɾu				lusiɾu	lusiɾu		loːseɾo			lusero			
STAR_6229										ʧʼaska	ʧʼaska			ʧʼaska															ʧʼaska				
STAR_6230																												istiriʎa				estreʎa	
STONE_6287	rumi	ɾumi	ɾumi	ɾumi	lumi	rumi	rumi	rumi	ɾumi	r̝umi	rumi	rumi	rumi	rumi	rumi	rumi	rumi	ɾumi	lumi	ɾumi	lumi	r̝umi	rumi	lumi	ɾumi	rumi	rumai̯~rumi	ɾumi	rumi	rumi	ɾumi	rumi	ʐumi
STRIKE_120																										saɡma na							
STRIKE_244		maqa			maqa		maka		maqa			maka						maqa	maʔa		maʔa		maqa	maqa	maqa		maʁa			maka	maxa		maχa
STRIKE_280																												tulupu na					
STRIKE_3108	taka		taka			taka		taka		taka		taka ʧi	taka	taka	taka		taka			taka na		taka							taka				
STRIKE_3109			waχta	waɡta na			wakta				waχta					asta												wakta na		wakta		waxta	
STRIKE_3111															pana																		
STRIKE_3112															qasu																		
SUCK_217																				ʧupa na								ʧupa na					
SUCK_219																		mamaɾ															
SUCK_220	ʧʼunqa									ʧʼunqa	ʧʼunʁa			ʧʼunqa	ʧonqa											ʦunɡa na		ʦunɡa na	ʧʼunqa		ʧoŋqa	ʦunɡa	
SUCK_607								ʧuʧu				ʧuʧu ri																ʧuʧu na					
SUCK_609						ɲuɲu													ɲuɲu		ɲuɲu										ɲuɲu		
SUCK_6339		ʃoqu	soχo		ʃoqu		çuku		ʃoqu				ʃuqu			ʃuqu	suχu		ʃoqu		ʃoqu	ʃuʁu	ʃuqu	ʃoqu	ʃoqu		çoχu			çuku			çoχu
SUCK_chuchu-na"				sunɡa na~ʧuʧu na																													
SUN_6400	inti	inti	inti		inti		indi	inti	inti	inti	inti	indi		inti	inti	inti	inti	iɲti	inti	inti	inti		inti	inti	inti	indi		indi	inti	indi	inti	indi	inti
SUN_6401		ɾupai̯	ɾupai̯		lupai̯	rupai̯			ɾupai̯				rupeː									rupai̯		lupai̯	ɾupai̯								
SUN_6404																											wilka						
SUN_inti"				ɾupai̯~inti																													
SWEET_157												dusi																					
SWEET_6461	miskʼi	miʃki	miski	miʃki	miʃki	miʃki	miski	miʃki	miʃki	miskʼi	miskʼi	misxi	miʃki	miskʼi	miski	miʃki~miʃkiχ	miski	miʃki	miʃki	miʃki	miʃki		miʃki	miʃki	miʃki	miʃki	miçki	miʃki	miskʼi	miski	miʃki	miʃki	miçɡi
SWEET_6462																						ɲukɲu											
SWIM_176			nadja			nada							nada			narja						nada	nada										
SWIM_177																			maːta														
SWIM_178																																	badu
SWIM_6515							wai̯ta			wai̯tʼa	wai̯tʼa	wai̯ta		wai̯ta												wai̯ta na		wai̯ta na		wai̯ta	wai̯ta	wai̯ta	
SWIM_6516	sambu ʎa			wambu na				wambu									sambu ʎa			wambu na													
SWIM_6518																													tuju				
TAIL_6554	ʧupa	ʈupa	ʧupa	ʧupa	ʈupa	ʈ͡ʂupa	ʈ͡ʂupa	ʧupa	ʈupa	ʧupa	ʧupa	ʧupa	ʈ͡ʂupa	ʧupa	ʧupa	ʧupa	ʧupa	ʧupa	ʈ͡ʂupa	ʧupa	ʈ͡ʂupa	ʈ͡ʂupa	ʈ͡ʂupa	ʈupa	ʈupa	ʧupa	ʈ͡ʂupa	ʧupa	ʧupa	ʧupa	ʧupa	ʧupa	ʈ͡ʂuba
