family,cognate_method,eval_method,min_similarity,tree_type,TreeDist,GenQuartetDist
Hellenic,none,Levenshtein-uncalibrated,min-0.4,nj,0,0.342857143
Hellenic,none,Levenshtein-uncalibrated,min-0.5,nj,0,0.342857143
Hellenic,Phonetic,PMI-calibrated,min-0.3,complete,0.343074842,0.342857143
Hellenic,Phonetic,PMI-calibrated,min-0.3,ward,0.343074842,0.342857143
Hellenic,Phonetic,PMI-calibrated,min-0.4,average,0.343074842,0.342857143
Hellenic,Phonetic,PMI-calibrated,min-0.4,complete,0.343074842,0.342857143
Hellenic,Phonetic,PMI-calibrated,min-0.4,ward,0.343074842,0.342857143
Hellenic,Phonetic,PMI-calibrated,min-0.4,weighted,0.343074842,0.342857143
Hellenic,Phonetic,PMI-calibrated,min-0.5,average,0.343074842,0.342857143
Hellenic,Phonetic,PMI-calibrated,min-0.5,complete,0.343074842,0.342857143
Hellenic,Phonetic,PMI-calibrated,min-0.5,single,0.343074842,0.342857143
Hellenic,Phonetic,PMI-calibrated,min-0.5,ward,0.343074842,0.342857143
Hellenic,Phonetic,PMI-calibrated,min-0.5,weighted,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.0,average,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.0,complete,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.0,single,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.0,ward,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.0,weighted,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.1,average,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.1,complete,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.1,single,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.1,ward,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.1,weighted,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.2,average,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.2,complete,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.2,single,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.2,ward,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.2,weighted,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.3,average,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.3,complete,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.3,single,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.3,ward,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.3,weighted,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.4,average,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.4,complete,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.4,single,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.4,ward,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.4,weighted,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.5,average,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.5,complete,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.5,single,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.5,ward,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,min-0.5,weighted,0.343074842,0.342857143
Hellenic,Phonetic,PMI-uncalibrated,N/A,MaxCladeCredibility,0.343074842,0.342857143
Hellenic,Phonetic,Levenshtein-calibrated,min-0.2,nj,0,0.342857143
Hellenic,Phonetic,Levenshtein-calibrated,min-0.5,nj,0,0.342857143
Hellenic,Phonetic,Levenshtein-uncalibrated,min-0.0,nj,0,0.342857143
Hellenic,Phonetic,Levenshtein-uncalibrated,min-0.1,nj,0,0.342857143
Hellenic,Phonetic,Levenshtein-uncalibrated,min-0.2,nj,0,0.342857143
Hellenic,Phonetic,Levenshtein-uncalibrated,min-0.3,nj,0,0.342857143
Hellenic,Phonetic,Levenshtein-uncalibrated,min-0.4,nj,0,0.342857143
Hellenic,Phonetic,Levenshtein-uncalibrated,min-0.5,nj,0,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.0,complete,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.1,complete,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.2,complete,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.2,ward,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.3,average,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.3,complete,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.3,single,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.3,ward,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.3,weighted,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.4,average,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.4,complete,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.4,single,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.4,ward,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.4,weighted,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.5,average,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.5,complete,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.5,single,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.5,ward,0.343074842,0.342857143
Hellenic,PMI,PMI-calibrated,min-0.5,weighted,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.0,average,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.0,complete,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.0,single,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.0,ward,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.0,weighted,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.1,average,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.1,complete,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.1,single,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.1,ward,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.1,weighted,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.2,average,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.2,complete,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.2,single,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.2,ward,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.2,weighted,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.3,average,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.3,complete,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.3,single,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.3,ward,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.3,weighted,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.4,average,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.4,complete,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.4,single,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.4,ward,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.4,weighted,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.5,average,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.5,complete,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.5,single,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.5,ward,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,min-0.5,weighted,0.343074842,0.342857143
Hellenic,PMI,PMI-uncalibrated,N/A,MaxCladeCredibility,0.343074842,0.342857143
Hellenic,PMI,Surprisal-calibrated,min-0.5,nj,0,0.342857143
Hellenic,PMI,Surprisal-uncalibrated,min-0.0,nj,0,0.342857143
Hellenic,PMI,Surprisal-uncalibrated,min-0.1,nj,0,0.342857143
Hellenic,PMI,Surprisal-uncalibrated,min-0.2,nj,0,0.342857143
Hellenic,PMI,Surprisal-uncalibrated,min-0.3,nj,0,0.342857143
Hellenic,PMI,Surprisal-uncalibrated,min-0.4,nj,0,0.342857143
Hellenic,PMI,Surprisal-uncalibrated,min-0.5,nj,0,0.342857143
Hellenic,PMI,Levenshtein-calibrated,min-0.5,nj,0,0.342857143
Hellenic,PMI,Levenshtein-uncalibrated,min-0.0,nj,0,0.342857143
Hellenic,PMI,Levenshtein-uncalibrated,min-0.1,nj,0,0.342857143
Hellenic,PMI,Levenshtein-uncalibrated,min-0.2,nj,0,0.342857143
Hellenic,PMI,Levenshtein-uncalibrated,min-0.3,nj,0,0.342857143
Hellenic,PMI,Levenshtein-uncalibrated,min-0.4,nj,0,0.342857143
Hellenic,PMI,Levenshtein-uncalibrated,min-0.5,nj,0,0.342857143
Hellenic,Surprisal,PMI-calibrated,min-0.2,complete,0.343074842,0.342857143
Hellenic,Surprisal,PMI-calibrated,min-0.3,complete,0.343074842,0.342857143
Hellenic,Surprisal,PMI-calibrated,min-0.3,ward,0.343074842,0.342857143
Hellenic,Surprisal,PMI-calibrated,min-0.4,average,0.343074842,0.342857143
Hellenic,Surprisal,PMI-calibrated,min-0.4,complete,0.343074842,0.342857143
Hellenic,Surprisal,PMI-calibrated,min-0.4,ward,0.343074842,0.342857143
Hellenic,Surprisal,PMI-calibrated,min-0.4,weighted,0.343074842,0.342857143
Hellenic,Surprisal,PMI-calibrated,min-0.5,average,0.343074842,0.342857143
Hellenic,Surprisal,PMI-calibrated,min-0.5,complete,0.343074842,0.342857143
Hellenic,Surprisal,PMI-calibrated,min-0.5,single,0.343074842,0.342857143
Hellenic,Surprisal,PMI-calibrated,min-0.5,ward,0.343074842,0.342857143
Hellenic,Surprisal,PMI-calibrated,min-0.5,weighted,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.0,average,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.0,complete,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.0,single,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.0,ward,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.0,weighted,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.1,average,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.1,complete,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.1,single,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.1,ward,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.1,weighted,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.2,average,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.2,complete,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.2,single,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.2,ward,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.2,weighted,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.3,average,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.3,complete,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.3,single,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.3,ward,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.3,weighted,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.4,average,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.4,complete,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.4,single,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.4,ward,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.4,weighted,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.5,average,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.5,complete,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.5,single,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.5,ward,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,min-0.5,weighted,0.343074842,0.342857143
Hellenic,Surprisal,PMI-uncalibrated,N/A,MaxCladeCredibility,0.343074842,0.342857143
Hellenic,Surprisal,Surprisal-calibrated,min-0.5,nj,0,0.342857143
Hellenic,Surprisal,Surprisal-uncalibrated,min-0.0,nj,0,0.342857143
Hellenic,Surprisal,Surprisal-uncalibrated,min-0.1,nj,0,0.342857143
Hellenic,Surprisal,Surprisal-uncalibrated,min-0.2,nj,0,0.342857143
Hellenic,Surprisal,Surprisal-uncalibrated,min-0.3,nj,0,0.342857143
Hellenic,Surprisal,Surprisal-uncalibrated,min-0.4,nj,0,0.342857143
Hellenic,Surprisal,Surprisal-uncalibrated,min-0.5,nj,0,0.342857143
Hellenic,Surprisal,Levenshtein-calibrated,min-0.2,nj,0,0.342857143
Hellenic,Surprisal,Levenshtein-calibrated,min-0.3,nj,0,0.342857143
Hellenic,Surprisal,Levenshtein-calibrated,min-0.5,nj,0,0.342857143
Hellenic,Surprisal,Levenshtein-uncalibrated,min-0.0,nj,0,0.342857143
Hellenic,Surprisal,Levenshtein-uncalibrated,min-0.1,nj,0,0.342857143
Hellenic,Surprisal,Levenshtein-uncalibrated,min-0.2,nj,0,0.342857143
Hellenic,Surprisal,Levenshtein-uncalibrated,min-0.3,nj,0,0.342857143
Hellenic,Surprisal,Levenshtein-uncalibrated,min-0.4,nj,0,0.342857143
Hellenic,Surprisal,Levenshtein-uncalibrated,min-0.5,nj,0,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.2,complete,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.2,ward,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.3,average,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.3,complete,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.3,ward,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.3,weighted,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.4,average,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.4,complete,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.4,single,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.4,ward,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.4,weighted,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.5,average,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.5,complete,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.5,single,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.5,ward,0.343074842,0.342857143
Hellenic,Hybrid,PMI-calibrated,min-0.5,weighted,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.0,average,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.0,complete,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.0,single,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.0,ward,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.0,weighted,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.1,average,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.1,complete,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.1,single,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.1,ward,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.1,weighted,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.2,average,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.2,complete,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.2,single,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.2,ward,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.2,weighted,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.3,average,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.3,complete,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.3,single,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.3,ward,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.3,weighted,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.4,average,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.4,complete,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.4,single,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.4,ward,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.4,weighted,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.5,average,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.5,complete,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.5,single,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.5,ward,0.343074842,0.342857143
Hellenic,Hybrid,PMI-uncalibrated,min-0.5,weighted,0.343074842,0.342857143
Hellenic,Hybrid,Surprisal-calibrated,min-0.5,nj,0,0.342857143
Hellenic,Hybrid,Surprisal-uncalibrated,min-0.0,nj,0,0.342857143
Hellenic,Hybrid,Surprisal-uncalibrated,min-0.1,nj,0,0.342857143
Hellenic,Hybrid,Surprisal-uncalibrated,min-0.2,nj,0,0.342857143
Hellenic,Hybrid,Surprisal-uncalibrated,min-0.3,nj,0,0.342857143
Hellenic,Hybrid,Surprisal-uncalibrated,min-0.4,nj,0,0.342857143
Hellenic,Hybrid,Surprisal-uncalibrated,min-0.5,nj,0,0.342857143
Hellenic,Hybrid,Levenshtein-calibrated,min-0.3,nj,0,0.342857143
Hellenic,Hybrid,Levenshtein-calibrated,min-0.4,nj,0,0.342857143
Hellenic,Hybrid,Levenshtein-calibrated,min-0.5,nj,0,0.342857143
Hellenic,Hybrid,Levenshtein-uncalibrated,min-0.0,nj,0,0.342857143
Hellenic,Hybrid,Levenshtein-uncalibrated,min-0.1,nj,0,0.342857143
Hellenic,Hybrid,Levenshtein-uncalibrated,min-0.2,nj,0,0.342857143
Hellenic,Hybrid,Levenshtein-uncalibrated,min-0.3,nj,0,0.342857143
Hellenic,Hybrid,Levenshtein-uncalibrated,min-0.4,nj,0,0.342857143
Hellenic,Hybrid,Levenshtein-uncalibrated,min-0.5,nj,0,0.342857143
Hellenic,Levenshtein,PMI-calibrated,min-0.0,nj,0,0.342857143
Hellenic,Levenshtein,PMI-calibrated,min-0.3,complete,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-calibrated,min-0.3,ward,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-calibrated,min-0.4,average,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-calibrated,min-0.4,complete,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-calibrated,min-0.4,ward,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-calibrated,min-0.4,weighted,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-calibrated,min-0.5,average,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-calibrated,min-0.5,complete,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-calibrated,min-0.5,single,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-calibrated,min-0.5,ward,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-calibrated,min-0.5,weighted,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.0,average,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.0,complete,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.0,single,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.0,ward,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.0,weighted,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.1,average,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.1,complete,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.1,single,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.1,ward,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.1,weighted,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.2,average,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.2,complete,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.2,single,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.2,ward,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.2,weighted,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.3,average,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.3,complete,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.3,single,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.3,ward,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.3,weighted,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.4,average,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.4,complete,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.4,single,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.4,ward,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.4,weighted,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.5,average,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.5,complete,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.5,single,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.5,ward,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,min-0.5,weighted,0.343074842,0.342857143
Hellenic,Levenshtein,PMI-uncalibrated,N/A,MaxCladeCredibility,0.343074842,0.342857143
Hellenic,Levenshtein,Surprisal-calibrated,min-0.0,nj,0,0.342857143
Hellenic,Levenshtein,Hybrid-calibrated,min-0.0,nj,0,0.342857143
Hellenic,Levenshtein,Levenshtein-calibrated,min-0.0,nj,0,0.342857143
Hellenic,Levenshtein,Levenshtein-calibrated,min-0.1,nj,0,0.342857143
Hellenic,Levenshtein,Levenshtein-calibrated,min-0.2,nj,0,0.342857143
Hellenic,Levenshtein,Levenshtein-calibrated,min-0.3,nj,0,0.342857143
Hellenic,Levenshtein,Levenshtein-calibrated,min-0.4,nj,0,0.342857143
Hellenic,Levenshtein,Levenshtein-calibrated,min-0.5,nj,0,0.342857143
Hellenic,Levenshtein,Levenshtein-uncalibrated,min-0.0,nj,0,0.342857143
Hellenic,Levenshtein,Levenshtein-uncalibrated,min-0.1,nj,0,0.342857143
Hellenic,Levenshtein,Levenshtein-uncalibrated,min-0.2,nj,0,0.342857143
Hellenic,Levenshtein,Levenshtein-uncalibrated,min-0.3,nj,0,0.342857143
Hellenic,Levenshtein,Levenshtein-uncalibrated,min-0.4,nj,0,0.342857143
Hellenic,Levenshtein,Levenshtein-uncalibrated,min-0.5,nj,0,0.342857143
Hellenic,gold,PMI-calibrated,min-0.3,complete,0.343074842,0.342857143
Hellenic,gold,PMI-calibrated,min-0.3,ward,0.343074842,0.342857143
Hellenic,gold,PMI-calibrated,min-0.4,average,0.343074842,0.342857143
Hellenic,gold,PMI-calibrated,min-0.4,complete,0.343074842,0.342857143
Hellenic,gold,PMI-calibrated,min-0.4,ward,0.343074842,0.342857143
Hellenic,gold,PMI-calibrated,min-0.4,weighted,0.343074842,0.342857143
Hellenic,gold,PMI-calibrated,min-0.5,average,0.343074842,0.342857143
Hellenic,gold,PMI-calibrated,min-0.5,complete,0.343074842,0.342857143
Hellenic,gold,PMI-calibrated,min-0.5,single,0.343074842,0.342857143
Hellenic,gold,PMI-calibrated,min-0.5,ward,0.343074842,0.342857143
Hellenic,gold,PMI-calibrated,min-0.5,weighted,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.0,average,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.0,complete,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.0,single,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.0,ward,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.0,weighted,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.1,average,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.1,complete,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.1,single,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.1,ward,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.1,weighted,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.2,average,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.2,complete,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.2,single,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.2,ward,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.2,weighted,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.3,average,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.3,complete,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.3,single,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.3,ward,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.3,weighted,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.4,average,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.4,complete,0.343074842,0.342857143
Hellenic,gold,PMI-uncalibrated,min-0.4,single,0.343074842,0.342857143
